Nom,Prénoms,Date_de_naissance,Ville_de_naissance,Département_de_naissance,Pays,Régiment,Grade,Date_du_décès,Département_de_décès,Lieu_du_décès,Pays_de_décès,nomDptDécès
PAUTHE,Georges,1885-01-10,Montréal,11,France,214e Infanterie,Sous-Lieutenant,07/03/1916,51,Cumières-le-Mort-Homme,France,Marne 
PAYRASTRE,Jacques,1877-11-26,Toulouse,31,France,57e Artillerie,Maréchal des Logis,17/08/1914,31,Toulouse,France,Haute-Garonne 
PAYRASTRE,François,1869-05-19,Lavalette,31,France,17e Escadron du train des équipages militaires,2e Conducteur,27/08/1916,55,Sivry-sur-Meuse,France,Meuse 
PAYSSE,Maurice Joseph,1878-01-29,Auch,32,France,88e Infanterie,Soldat,23/03/1915,51,Suippes,France,Marne 
PECH,Simon,1891-07-17,Saint-Germier,31,France,14e Infanterie,Soldat,07/05/1915,80,Amiens,France,Somme 
PECH,Joseph Fernand Alfred,1891-11-03,Toulouse,31,France,1er Marche de Infanterie de marche de tirailleurs Algerians,Caporal fourrier,22/08/1914,,Châtelet,Belgium,
PECH,Paul,1898-07-31,Toulouse,31,France,32e Bataillon de tirailleurs Senegalais,Lieutenant,09/03/1919,31,Toulouse,France,Haute-Garonne 
PECH,Guillaume,1887-01-11,Toulouse,31,France,67e Infanterie,1re Classe,01/08/1918,2,Parcy-et-Tigny,France,Aisne 
PECH,Prosper Jean Marie,1898-07-31,Toulouse,31,France,24e Infanterie Coloniale,Soldat,14/04/1915,51,Châlons-en-Champagne,France,Marne 
PEDOUSSAUT,Noël Gabriel Marius,1897-12-24,Toulouse,31,France,57e Artillerie,3e Canonnier conducteur,28/04/1917,51,Prosnes,France,Marne 
PEDOUSSAUT,Paul,1889-07-06,Blagnac,31,France,2e Génie,Soldat,30/09/1918,6,Antibes,France,Alpes-Maritimes 
PEFFAURE,Camille,1883-07-18,Albas,46,France,14e Infanterie,Soldat,24/09/1918,88,Saint-Maurice-sur-Moselle,France,Vosges 
PEINE,Gabriel Jean Marius,1893-03-25,Toulouse,31,France,15e Infanterie,Soldat,26/09/1915,51,Massiges,France,Marne 
PEINE,Jean Félix,1896-10-27,Toulouse,31,France,11e Tirailleurs Moroccoains,Soldat,12/10/1918,88,Mirecourt,France,Vosges 
PELABON,Eugène Pierre,1895-11-13,Ferrère,65,France,83e Infanterie,Sergent,23/04/1918,,Heuvelland,Belgium,
PELEFIGUE,Baptiste Jean,1884-10-30,Toulouse,31,France,214e Infanterie,Soldat,04/09/1916,55,Damloup,France,Meuse 
PELEGRY,Jean Philippe,1897-04-10,Toulouse,31,France,99e Infanterie,Soldat,07/06/1917,2,Cerny-en-Laonnois,France,Aisne 
PELFORT,Louis Jean,1880-05-02,Rabastens,81,France,33e Coloniale,Adjudant,16/04/1917,2,Oulches-la-Vallée-Foulon,France,Aisne 
PELFORT,Jean,1894-08-14,Toulouse,31,France,80e Infanterie,Soldat,18/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
PELFORT,Joseph Antoine,1881-06-26,Toulouse,31,France,81e Infanterie,Soldat,30/12/1914,,Ypres,Belgium,
PELISSIE,Henri Paul Dieudonné,1883-12-10,Toulouse,31,France,5e Section des commis et ouvriers militaires d'administration,Soldat,03/01/1919,45,Orléans,France,Loiret 
PELISSIER,Edmond Jacques,1885-11-12,Colomiers,31,France,214e Infanterie,Soldat,11/03/1916,55,Vadelaincourt,France,Meuse 
PELISSIER,Ernest,1897-12-02,Sorèze,81,France,8e Infanterie coloniale Morocco,Soldat,15/12/1916,55,Louvemont-Côte-du-Poivre,France,Meuse 
PELISSIER,Joseph,1889-03-27,Albi,81,France,15e Infanterie,Soldat,02/10/1914,54,Mandres-aux-Quatre-Tours,France,Meurthe-et-Moselle 
PELISSIER,Henri Jean Adolphe,1890-03-20,Toulouse,31,France,53e Infanterie,Sergent,20/09/1915,51,Saint-Hilaire-le-Grand,France,Marne 
PELLEFIGUES,Auguste Laurent,1888-12-08,Toulouse,31,France,7e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
PELLEFIGUES,Julien Jean Baptiste,1893-08-22,Villaudric,31,France,83e Infanterie,Caporal,07/04/1916,55,Froidos,France,Meuse 
PENAVAYRE,Antonin,1889-07-13,Saint-Sulpice,81,France,17e Section d'infirmiers militaires,Soldat,19/08/1916,55,Landrecourt-Lempire,France,Meuse 
PENAVAYRE,Jules Guillaume,1889-06-15,Toulouse,31,France,214e Infanterie,Sergent,04/09/1916,55,Verdun,France,Meuse 
PENDARIES,Marius,1885-08-16,Buzet,81,France,83e Infanterie,Soldat,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PENE,Jean Joseph Dominique,1875-03-20,Tuzaguet,65,France,144e Infanterie territoriale,Soldat,13/12/1914,62,Bully-les-Mines,France,Pas-de-Calais 
PENENT,Gaston Louis,1898-09-04,Toulouse,31,France,153e Infanterie,Soldat,26/04/1918,,Heuvelland,Belgium,
PERCY,Simon,1889-09-20,Toulouse,31,France,7e Infanterie,Soldat,01/05/1918,80,Domart-sur-La-Luce,France,Somme 
PERES,Justin Firmin,1888-04-03,Monferran-Savès,32,France,18e Infanterie,Maréchal des Logis,27/11/1915,62,Arras,France,Pas-de-Calais 
PERES,Jean Alexandre,1895-11-01,Toulouse,31,France,31e Chasseurs à pied,Soldat,02/04/1916,55,Vaux-devant-Damloup,France,Meuse 
PERET,Joseph Jean,1895-11-21,Toulouse,31,France,8e Infanterie coloniale,Soldat,17/09/1914,51,Massiges,France,Marne 
PERIE,Gabriel Germain,1884-10-31,Labastide-Murat,46,France,2e Tirailleurs Senegalais,Sergent major,09/11/1914,,Luyghem,Belgium,
PERIE,Maurice Jean Henri,1889-10-29,Nîmes,30,France,97e Infanterie,Soldat,08/07/1915,62,Souchez,France,Pas-de-Calais 
PERIE,Louis,1884-10-23,Toulouse,31,France,2e Artillerie Coloniale,2e Canonnier servant,04/10/1918,45,La Chapelle-Saint-Mesmin,France,Loiret 
PERIES,Pierre Victor,1881-01-31,Nailloux,31,France,214e Infanterie,Soldat,21/09/1914,55,Lacroix-sur-Meuse,France,Meuse 
PERO,Edmond,1889-01-16,Arras,62,France,272e Infanterie,Sergent,10/09/1914,51,Châtelraould-Saint-Louvent,France,Marne 
PERRAMOND,Auguste,1892-05-20,Roumens,31,France,23e Artillerie de campagne,2e Canonnier servant,22/10/1918,53,Mayenne,France,Mayenne 
PERRET,Marcel Jules Eugène,1892-04-26,Bellefontaine,39,France,11e Infanterie,Sergent,22/08/1914,,Bertrix,Belgium,
PERRET,René Louis,1893-07-31,Saint-Claude,39,France,11e Infanterie,Soldat,14/09/1914,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
PERREU,Armand Louis,1889-04-18,Montesquieu,9,France,83e Infanterie,Soldat,17/03/1915,51,Suippes,France,Marne 
PERRIN,Honoré Joseph Marie Bernard,1883-02-21,Vic-en-Bigorre,65,France,21e Bataillon de marche d'infanterie coloniale,Capitaine,04/09/1918,,,Russia,
PERROSSIER,Jean Robert Octave Marius,1897-06-24,Smyrne,,Turkey,288e Infanterie,Aspirant,06/09/1916,55,Vaux-devant-Damloup,France,Meuse 
PETIGNIER,Henri Louis Édouard,1886-12-14,Toulouse,31,France,296e Infanterie,Soldat,10/05/1917,51,Val-de-Vesle,France,Marne 
PETIT,Léon Jean Marie,1896-03-13,Villeneuve,12,France,1er Groupe d'Aviation,Caporal,22/06/1916,51,Binarville,France,Marne 
PETIT,Victor Joseph,1887-06-06,Puycornet,82,France,117e Artillerie lourde,Canonnier,13/04/1917,75,Paris,France,Paris 
PETIT,Louis Barthélémy,1890-07-07,Toulouse,31,France,83e Infanterie,Sergent,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PETIT,Hippolyte Marie,1895-08-01,Toulouse,31,France,9e Infanterie,Soldat,07/09/1915,62,Arras,France,Pas-de-Calais 
PETIT,Joseph,1887-03-06,Segreville,31,France,24e Infanterie Coloniale,Soldat,26/09/1914,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
PEYBERNARD,Eugène,1880-06-10,Labarthe-sur-Lèze,31,France,288e Infanterie,Adjudant,08/03/1916,55,Marre,France,Meuse 
PEYBERNES,Georges Hippolyte,1881-05-29,Béziers,34,France,114e Infanterie,Sergent fourrier,11/10/1918,80,Hattencourt,France,Somme 
PEYRANNES,Pierre Auguste,1880-07-21,Toulouse,31,France,2e Génie,Sapeur-mineur,18/05/1916,55,Verdun,France,Meuse 
PEYRAS,Pierre Jacques,1894-08-26,Toulouse,31,France,80e Infanterie,Soldat,05/12/1914,,Ypres,Belgium,
PEYRE,Jean Victor,1887-09-04,Bourg-Saint-Bernard,31,France,10e Dragons,Soldat,29/06/1915,51,Sainte-Menehould,France,Marne 
PEYRE,Gustave Marie Paul,1883-05-06,Sorèze,81,France,176e Infanterie,Soldat,11/11/1915,,Stroumitsa,Macedonia,
PEYRECAVE,Georges Paul Louis,1879-04-28,Toulouse,31,France,283e Infanterie,Adjudant,24/08/1914,55,Éton,France,Meuse 
PEYRONNEL,Paul Joseph,1891-04-12,Toulouse,31,France,15e Infanterie,Caporal,03/10/1915,75,Paris,France,Paris 
PEYRONNET,Louis Marie André,1892-05-29,Toulouse,31,France,15e Infanterie,Soldat,08/08/1915,12,Larzac,France,Aveyron 
PEYROU,Jean Marie,1882-08-09,Germ,65,France,133e Infanterie,Sous-Lieutenant,16/04/1917,51,Loivre,France,Marne 
PEYROUZET,Henri Félix,1877-01-14,Toulouse,31,France,207e Infanterie,Soldat,04/04/1915,51,Somme-Suippe,France,Marne 
PEYSSOU,Alexandre Jean,1893-02-03,Toulouse,31,France,88e Infanterie,Caporal fourrier,09/01/1915,51,Souain-Perthes-les Hurlus,France,Marne 
PEYSSOU,Albert Justin,1888-08-01,Albi,81,France,116e Artillerie lourde,Auxiliaire,05/10/1918,31,Toulouse,France,Haute-Garonne 
PEYTES de MONTCABRIER (de),Jacques Paul Fernand Marie,1885-08-19,Royan,17,France,20e Artillerie,Capitaine,02/12/1914,,Zonnebeke,Belgium,
PEYTES de MONTCABRIER (de),Gérard Marie Valentine Odolée,1890-11-03,Auch,32,France,2e Groupe Aviation,Maréchal des Logis,22/07/1917,2,Saconin-et-Breuil,France,Aisne 
PEZET,Gaston,1893-07-15,Paris 10e,75,France,83e Infanterie,Sergent,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PIC,Frédéric Robert Charles,1882-11-21,Lille,59,France,3e Infanterie coloniale,Sous-Lieutenant,20/09/1914,51,Ville-sur-Tourbe,France,Marne 
PICARD,Jacques Fernand,1882-07-18,Saint-Nazaire,44,France,15e Infanterie,Caporal,25/05/1915,51,Châlons-en-Champagne,France,Marne 
PICATIE,Jean Baptiste Cécile Marie,1880-07-13,Toulouse,31,France,153e Infanterie,Soldat,10/11/1914,,Heuvelland,Belgium,
PICHON,Noël Jean,1892-12-25,Vacquiers,31,France,81e Infanterie,Soldat,10/11/1914,,Ypres,Belgium,
PICHON,Édouard Joseph,1887-03-05,Toulouse,31,France,31e Infanterie,Soldat,13/05/1916,55,Froidos,France,Meuse 
PIEUX,André Antoine Michel,1893-09-08,Toulouse,31,France,51e Infanterie,Caporal,23/07/1918,80,Sauvillers-Mongival,France,Somme 
PIGACHE de SAINTE MARIE (de),Eugène Marie Joseph,1857-03-01,Toulouse,31,France,362e Infanterie,Lieutenant Colonel,04/06/1915,51,Verdun,France,Marne 
PIJUAN,François,1891-09-15,Toulouse,31,France,14e Infanterie,Soldat,22/08/1915,51,Vienne-le-Château,France,Marne 
PINAUD,Jules,1890-01-08,Toulouse,31,France,14e Infanterie,Soldat,27/09/1914,51,Somme-Suippe,France,Marne 
PINAUD,Pierre,1883-10-13,Montlaure,31,France,96e Infanterie,Soldat,22/09/1914,54,Bernécourt,France,Meurthe-et-Moselle 
PINAUD,Jean,1891-06-14,Montesquieu-Volvestre,31,France,15e Infanterie,Soldat,20/08/1914,57,Belles-Forêts,France,Moselle 
PINEL,Joseph Jean,1888-07-26,Viviers-les-Lavaur,81,France,80e Infanterie,Soldat,30/09/1915,51,Massiges,France,Marne 
PINEL,Émile,1897-09-23,Toulouse,31,France,55e Infanterie,Soldat,24/05/1917,11,Narbonne,France,Aude 
PINEL de GOLLEVILLE,Joseph Augustin Adrien Félix,1894-05-27,Saint-Pierre,972,France,7e Infanterie,Caporal,10/08/1916,54,Mamey,France,Meurthe-et-Moselle 
PINI,Ernest Alphonse Alfred,1884-03-26,Toulouse,31,France,214e Infanterie,Sergent,21/09/1914,55,Lacroix-sur-Meuse,France,Meuse 
PINS (de),Roger Joseph Marie,1880-08-16,Gerde,65,France,10e Hussards,Maréchal des Logis,24/05/1917,75,Paris,France,Paris 
PINS (de),Henri Raoul Marie,1893-09-06,Gerde,65,France,21e Chasseurs,Maréchal des Logis,02/03/1916,62,Roclincourt,France,Pas-de-Calais 
PIQUEMAL,Victor Jean,1888-05-26,Toulouse,31,France,23e Artillerie de campagne,2e Canonnier servant,02/10/1918,80,Thois,France,Somme 
PIQUEMAL,Jean François,1880-08-01,Saiguède,31,France,153e Infanterie,Soldat,11/12/1914,,Langemark-Poelkapelle,Belgium,
PIQUEMAL,Pierre,1890-05-21,Massat,9,France,18e Artillerie,Maître pointeur,22/08/1914,,Luchy,Belgium,
PIQUEMAL,Daniel,1893-11-01,Toulouse,31,France,14e Infanterie,Soldat,14/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PIQUEMAL,Jean François,1892-09-23,Montblanc,34,France,156e Infanterie,Soldat,20/05/1917,2,Braye-en-Laonnois,France,Aisne 
PIQUEMAL,Paul,1891-04-07,Biert,9,France,2e Section d'infirmiers militaires,Soldat,13/08/1918,45,Orléans,France,Loiret 
PIQUEMAL,Paul,1874-11-22,Massat,9,France,214e Infanterie,Soldat,23/11/1914,55,Lacroix-sur-Meuse,France,Meuse 
PIQUEMAL,Pierre,1878-11-16,Toulouse,31,France,226e Infanterie,Soldat,26/01/1916,62,Neuville-Saint-Vaast,France,Pas-de-Calais 
PIQUEMIL,François,1873-01-05,Toulouse,31,France,9e Génie,Soldat,18/03/1915,55,Les Éparges,France,Meuse 
PIQUEPE,Marius Victor,1893-01-19,Toulouse,31,France,9e Artillerie,Soldat,19/04/1917,31,Toulouse,France,Haute-Garonne 
PIQUEPE,Jean Jules,1885-10-24,Toulouse,31,France,96e Infanterie,Caporal,14/01/1919,31,Toulouse,France,Haute-Garonne 
PIQUET,Henri Maurice,1892-11-11,Toulouse,31,France,15e Infanterie,Caporal,03/11/1914,,Ypres,Belgium,
PITET,Noël Jean Marie,1889-11-26,Toulouse,31,France,7e Infanterie,Soldat,01/07/1917,25,Besançon,France,Doubs 
PITORRE,Lucien Paul Pierre,1891-10-27,Revel,31,France,4e Infanterie Coloniale,Caporal,18/07/1918,51,Chaumusy,France,Marne 
PITORRE,Jean Marie,1893-03-31,Lauzerville,31,France,83e Infanterie,Soldat,28/08/1914,8,Bulson,France,Ardennes 
PITORRE,Paul,1889-09-12,Revel,31,France,290e Artillerie lourde,2e Canonnier,02/10/1918,3,Moulins,France,Allier 
PITORRE,Marceau Jean Louis,1891-05-09,Revel,31,France,372e Infanterie,Soldat,06/10/1918,,Bitola,Macedonia,
PLAGAVEN,André Édouard Roger,1896-05-23,Montauban,82,France,369e Infanterie,Soldat,28/07/1917,2,Braye-en-Laonnois,France,Aisne 
PLANCADE,Antoine Pierre,1884-10-23,Toulouse,31,France,59e Infanterie,Capitaine,25/09/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PLANCADE,Guillaume Albert Joseph,1872-05-16,Toulouse,31,France,279e Infanterie territoriale,Soldat,04/04/1917,68,Le Bonhomme,France,Haut-Rhin 
PLANQUES,Paul Émile,1881-10-01,Peixora,11,France,416e Infanterie,Sergent,26/09/1915,51,Sommepy-Tahure,France,Marne 
PLANTADE,Jean Marie Fernand,1895-01-16,Caraman,31,France,20e Infanterie,Soldat,28/09/1915,62,Hamblain-les-Prés,France,Pas-de-Calais 
PLANTADE,Guillaume,1881-09-29,Flourens,31,France,15e Infanterie,Soldat,09/11/1914,,Heuvelland,Belgium,
PLANTADE,Prosper,1885-09-27,Montauban,82,France,143e Infanterie,Soldat,10/06/1915,51,Sommepy-Tahure,France,Marne 
PLASSE,Marius,1887-08-22,Garidech,31,France,96e Infanterie,Soldat,04/08/1916,55,Fleury-devant-Douaumont,France,Meuse 
PLE,Alphonse Louis,1876-09-14,Levallois-Perret,92,France,236e Infanterie,Soldat,09/04/1915,80,Carnoy,France,Somme 
PLESIS,Étienne,1894-03-21,Portet-sur-Garonne,31,France,9e Infanterie,Soldat,24/02/1915,51,Châlons-en-Champagne,France,Marne 
PLOTTEAU,François,1890-01-06,Nantes,44,France,417e Infanterie,Soldat,24/07/1916,80,Harbonnières,France,Somme 
PLUVIER,Marius Sylvain,1879-05-11,Saint-Pe-Delbosc,31,France,83e Infanterie,Adjudant,22/08/1914,,Bertrix,Belgium,
POIRIER,Georges,1896-12-12,Antsiranana,,Madagascar,56e Infanterie Coloniale,Soldat,13/12/1915,,Alç?tepe,Turkey,
POITEVIN,Jean Raymond,1893-05-30,Toulouse,31,France,83e Infanterie,Soldat,16/06/1915,62,Arras,France,Pas-de-Calais 
POITH,Raoul Maurice,1894-04-17,Toulouse,31,France,97e Infanterie,Caporal,25/05/1915,62,Souchez,France,Pas-de-Calais 
POITH,Narcisse,1884-02-24,Biarritz,64,France,23e Artillerie de campagne,2e Canonnier conducteur,29/04/1917,51,Bouy,France,Marne 
POMES,Pierre François,1891-10-12,Bagnères-de- Bigorre,65,France,20e Infanterie,Soldat,02/07/1916,51,Somme-Tourbe,France,Marne 
POMIROL,Jean,1883-03-16,Bazièges,31,France,96e Infanterie,Soldat,22/09/1914,54,Bernécourt,France,Meurthe-et-Moselle 
POMMIER,Guillaume,1882-06-25,Monbahus,47,France,67e Bataillon de tirailleurs Senegalais,Capitaine,16/04/1917,2,Chermizy-Ailles,France,Aisne 
POMMIES,Henry,1882-10-01,Auch,32,France,14e Infanterie,Soldat,01/01/1915,51,Souain-Perthes-les Hurlus,France,Marne 
POMPIDOR,Joseph François Vincent,1885-06-03,Soler,66,France,17e Section Infirmiers militaires,Caporal,17/12/1916,31,Toulouse,France,Haute-Garonne 
PON,Marius,1897-04-26,Toulouse,31,France,81e Infanterie,Aspirant,06/09/1918,2,Quincy-Basse,France,Aisne 
PONS,François,1880-12-20,Labège,31,France,162e Infanterie,Caporal,22/01/1915,,Langemark-Poelkapelle,Belgium,
PONS,Gaston,1888-03-23,Camarade,9,France,218e Artillerie,1re Classe,25/11/1918,60,Appilly,France,Oise 
PONS,Louis,1889-07-01,Saint-Cirq-lapopie,46,France,7e Infanterie,Soldat,27/03/1916,77,Fontainebleau,France,Seine-et-Marne 
PONS,Marius Bernard,1882-10-19,La Bastide-Clermont,31,France,298e Infanterie,Soldat,30/07/1918,2,Fère-en-Tardenois,France,Aisne 
PONS,Émile,1882-02-22,Gabre,9,France,102e Infanterie,Soldat,08/10/1918,8,Saint-Etienne-à-Arnes,France,Ardennes 
PONS,Marius Dominique,1891-03-18,Toulouse,31,France,10e Dragons,Soldat,17/11/1915,68,Balschwiller,France,Haut-Rhin 
PONSOLLE,Jean,1882-06-26,Toulouse,31,France,83e Infanterie,Sergent,06/05/1915,51,Châlons-en-Champagne,France,Marne 
PONSOLLE,Jean Baptiste,1885-04-05,Toulouse,31,France,80e Infanterie,Soldat,18/03/1915,51,Souain-Perthes-les Hurlus,France,Marne 
PONSOLLE,Jacques,1880-11-08,Ercé,9,France,360e Infanterie,Soldat,22/10/1918,,Deinze,Belgium,
PONSSE,Fernand Philippe Bertrand,1892-06-18,Muret,31,France,83e Infanterie,Adjudant,02/01/1916,76,Dieppe,France,Seine-Maritime 
PONTICH,Antoine François Athanase,1868-07-24,Bouleternère,66,France,7e Tirailleurs,Capitaine,17/06/1915,62,Camblain-L'Abbé,France,Pas-de-Calais 
PONTNAU,Paul,1883-08-01,Carcassonne,11,France,116e Artillerie lourde,Cycliste,09/08/1916,80,Frise,France,Somme 
PORNAIN,Marcel,1897-07-25,Toulouse,31,France,297e Infanterie,Soldat,24/05/1918,,Poperinge,Belgium,
PORTAIT,Georges Albert,1896-03-04,Toulouse,31,France,1er Groupe d'aérostation,Caporal,05/06/1917,37,Tours,France,Indre-et-Loire 
PORTAL,Jules Fernand,1888-04-25,Monclar-de-Quercy,82,France,24e Infanterie Coloniale,Soldat,15/09/1914,51,Virginy,France,Marne 
PORTES,Jean Marie,1872-03-02,Toulouse,31,France,116e Infanterie territoriale,Soldat,11/05/1918,65,Lourdes,France,Hautes-Pyrénées 
PORTES,Jean Pierre Albert,1880-08-26,Toulouse,31,France,153e Infanterie,Soldat,02/01/1916,34,Béziers,France,Hérault 
PORTIER,François Jacques,1892-09-18,Palma (Isles Baléares),,Spain,4e Zouaves,Soldat,05/08/1916,55,Vaux-devant-Damloup,France,Meuse 
PORTIER,Jean Marie David,1898-06-25,Pujaudran,32,France,62e Infanterie,Soldat,07/10/1918,8,Saint-Etienne-à-Arnes,France,Ardennes 
POUCH,Augustin,1874-12-06,Toulouse,31,France,17e Escadron du train des équipages militaires,Maréchal des Logis,25/09/1917,55,Haudainville,France,Meuse 
POUECH,Guillaume Louis,1893-04-10,Toulouse,31,France,15e Infanterie,Soldat,04/11/1914,,Heuvelland,Belgium,
POUECH,Gérard Bertrand Michel,1888-09-29,Toulouse,31,France,3e Section d'infirmiers militaires,Caporal,22/09/1918,93,Drancy,France,Seine-Saint-Denis 
POUGET,Guillaume Jean Henry,1892-03-18,Bordeaux,33,France,20e Infanterie,Sergent,04/03/1918,55,Haudiomont,France,Meuse 
POUGET,Gabriel Auguste,1892-04-15,Cabannes,81,France,14e Infanterie,Soldat,29/12/1914,69,Lyon,France,Rhône 
POUJOL,Jean,1899-08-07,Caussade,82,France,11e Artillerie,Soldat,20/05/1919,76,Rouen,France,Seine-Maritime 
POUJOL,Jean Louis Marie,1887-05-23,Pomerault,34,France,3e Infanterie coloniale,Soldat,22/11/1918,,Zaje?ar,Serbia,
POUNT,André Jacques Ange Stanislas,1884-05-07,Toulouse,31,France,20e Chasseurs à pied,Sergent,19/06/1915,62,Ablain-saint-Nazaire,France,Pas-de-Calais 
POURCEL,Paul,1897-05-28,Puylagarde,82,France,5e Infanterie,Soldat,20/10/1918,,Deinze,Belgium,
POURQUIE,François Jean Marius Gabriel,1894-04-19,Toulouse,31,France,11e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
POUS,Germain Paulin,1893-12-21,Nailloux,31,France,215e Infanterie,Soldat,19/02/1917,68,Orbey,France,Haut-Rhin 
POUX,Pierre,1872-04-30,Lanta,31,France,134e Infanterie territoriale,Soldat,25/08/1916,54,Toul,France,Meurthe-et-Moselle 
POUXVIEL,Georges Alexandre,1891-04-01,Limogne,46,France,15e Infanterie,Soldat,25/08/1914,54,Rozelieures,France,Meurthe-et-Moselle 
POUYTE,Jean Victor Émile,1885-09-19,Toulouse,31,France,280e Infanterie,Soldat,14/06/1915,62,Aix-Noulette,France,Pas-de-Calais 
POZZO DI BORGO,Pierre Charles Laurent Toussaint Guillaume Marie,1893-02-23,Dijon,21,France,14e Infanterie,Sous-Lieutenant,08/09/1915,51,Florent-en-Argonne,France,Marne 
PRADAL,Michel Charles,1884-11-24,Olonzac,34,France,17e Section infirmiers militaires,Soldat,12/08/1918,31,Toulouse,France,Haute-Garonne 
PRADEL,Jean Frédéric,1890-05-20,Toulouse,31,France,23e Artillerie de campagne,Maître pointeur,07/09/1914,51,Le Meix-Tiercelin,France,Marne 
PRADEL,Jacques,1887-01-31,Toulouse,31,France,209e Infanterie,Sergent,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PRADEL,Jean Lucien,1894-10-18,Toulouse,31,France,83e Infanterie,Caporal,11/06/1915,37,Tours,France,Indre-et-Loire 
PRADEL,Louis Philippe,1876-11-05,Beauteville,31,France,4e Groupe d'artillerie de Campagne d'Afrique,Soldat,22/05/1918,33,Bordeaux,France,Gironde 
PRADEL,Guillaume,1890-12-07,Buenos-Aires,,Argentina,14e Infanterie,Soldat,16/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
PRADEL,François,1884-08-10,Toulouse,31,France,20e Infanterie,Soldat,09/11/1916,55,Louvemont-Côte-du-Poivre,France,Meuse 
PRADEL,Clément,1884-06-08,Auterive,31,France,107e Artillerie,2e Canonnier conducteur,14/10/1918,31,Toulouse,France,Haute-Garonne 
PRADEL de LAMAZE (de),Henri Marie,1896-07-10,Privas,7,France,14e Infanterie,Sous-Lieutenant,09/07/1916,55,Verdun,France,Meuse 
PRADELLE,Antoine Fernand,1888-05-25,Toulouse,31,France,279e Infanterie,Soldat,13/03/1917,60,Moulin-sous-Touvent,France,Oise 
PRADELLES,François,1885-12-22,Toulouse,31,France,280e Infanterie,Soldat,05/11/1914,62,Annequin,France,Pas-de-Calais 
PRADIE,Raymond,1873-02-24,Montbrun-Lauragais,31,France,133e Infanterie territoriale,Soldat,01/10/1917,55,Génicourt-sur-Meuse,France,Meuse 
PRADINES,Antoine,1895-11-24,Sainte-Rustice,31,France,9e Infanterie,Soldat,17/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
PRADINES,François,1882-04-16,Albiès,9,France,96e Infanterie,Soldat,20/08/1917,55,Cumières-le-Mort-Homme,France,Meuse 
PRADINES,Antonin,1893-11-16,Toulouse,31,France,15e Infanterie,Soldat,13/03/1915,51,Souain-Perthes-les Hurlus,France,Marne 
PRAT,Marius Pierre,1896-06-17,Toulouse,31,France,114e Infanterie,Soldat,19/04/1917,51,Cormicy,France,Marne 
PRAT,Jacques,1882-07-29,Toulouse,31,France,284e Infanterie,Soldat,22/09/1916,,Tchachka,Macedonia,
PRATMARTY,Étienne,1896-05-15,Toulouse,31,France,114e Infanterie,Soldat,03/05/1917,2,Craonnelle,France,Aisne 
PRATVIEL,Jean Marie,1890-12-18,Portet-sur-Garonne,31,France,209e Infanterie,Lieutenant,31/03/1916,55,Avocourt,France,Meuse 
PRAVIE,Pierre Antoine,1897-12-02,Toulouse,31,France,85e Infanterie,Soldat,14/08/1918,51,Rosnay,France,Marne 
PRAX,Jacques,1881-08-15,Belpech,11,France,96e Infanterie,Sergent,11/01/1915,,Ypres,Belgium,
PREIGNAC,Hyacinthe,1888-09-16,Toulouse,31,France,7e Infanterie,Sergent,23/12/1914,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
PRESSECQ,Georges Édouard Albert,1896-10-27,Toulouse,31,France,402e Infanterie,Soldat,01/10/1915,51,Suippes,France,Marne 
PREVOST de Saint Cyr,Galvez Ambroise Hyacinthe Émile Charles,1883-05-31,Montauban,82,France,280e Infanterie,Sergent,20/10/1914,62,Annequin,France,Pas-de-Calais 
PROGENT,Alfred Jean Baptiste François,1875-02-25,Vincennes,94,France,14e Infanterie,Lieutenant,22/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
PROM,Marie Antoine Eugène,1877-11-21,Hiis,65,France,83e Infanterie,Soldat,25/12/1914,51,Somme-Suippe,France,Marne 
PROST,Armand Émile,1875-02-06,Paris 4e,75,France,14e Infanterie,Sous-Lieutenant,28/11/1915,31,Grenade,France,Haute-Garonne 
PRUNET,Jean Fernand Marie,1885-05-18,Toulouse,31,France,214e Infanterie,Caporal,29/08/1914,55,Verdun,France,Meuse 
PRUNET,Joseph Eugène,1891-04-14,Toulouse,31,France,88e Infanterie,Lieutenant,06/04/1916,55,Avocourt,France,Meuse 
PUCHEU,Louis Auguste,1877-09-18,Pau,64,France,132e Infanterie territoriale,Adjudant,10/12/1914,55,Vaux-lès-Palameix,France,Meuse 
